VehicleDesc,VehicleType,VehicleModel,ModelYear,color,DateStolen,Location
BRIFORD,Trailer,Trailer,2005,Silver,2021-10-24,Waitemata
BRIFORD,Trailer,Trailer,2005,Grey,2022-02-09,Wellington
BRIFORD,Trailer,Trailer,1996,Grey,2022-03-13,Canterbury
BSTB85B,Trailer,Trailer,2021,Silver,2021-10-10,Auckland City
CONCEPT,Trailer,Trailer,2017,Silver,2021-10-28,Central
DAYTECH,Trailer,Trailer,2009,Blue,2021-12-22,Northland
DIAMOND,Trailer,Trailer,2019,Silver,2022-01-19,Central
ECONOMY,Trailer,Pinto,1992,Black,2021-12-18,Waitemata
FACTORY,Trailer,Trailer,2008,Silver,2021-11-29,Bay of Plenty
FACTORY,Trailer,Trailer,2012,Silver,2022-01-29,Wellington
FACTORY,Trailer,Trailer,2018,Grey,2022-01-03,Counties_Manukau
FREZZER,Trailer,Trailer,2013,White,2021-11-03,Counties_Manukau
GIBBONS,Trailer,Trailer,2020,Silver,2022-03-02,Waikato
GORILLA,Trailer,Trailer,2019,Silver,2022-01-25,Canterbury
HALCROW,Trailer,Trailer,2010,White,2021-12-01,Wellington
HUMBAUR,Trailer,Aakron Xpress,2021,Silver,2022-02-05,Waitemata
JOBMATE,Trailer,Trailer,2021,Silver,2022-02-15,Central
JOBMATE,Trailer,Trailer,2019,Silver,2022-03-13,Bay of Plenty
JOBMATE,Trailer,Trailer,2021,Silver,2022-02-08,Wellington
K 74 SA,Trailer,Kea,2009,Silver,2022-02-01,Counties_Manukau
KC106AB,Trailer,Kea,2019,Silver,2022-03-29,Waikato
KC846SA,Trailer,Kea,2005,Silver,2021-11-26,Waikato
KC95EXC,Trailer,Kea,2014,Silver,2022-03-30,Waikato
KEA MX4,Trailer,Kea,2020,Silver,2021-12-02,Waitemata
LOCHIEL,Trailer,Trailer,2005,Green,2022-03-25,Southern
MONOWAY,Trailer,Trailer,2014,Silver,2022-01-26,Waitemata
MONOWAY,Trailer,Trailer,2006,Green,2022-02-08,Auckland City
MSC 7X4,Trailer,Trailer,2021,Silver,2021-11-13,Central
O'LEARY,Trailer,Trailer,1997,Silver,2022-04-04,Central
PRESCOT,Trailer,Trailer,2003,Silver,2021-10-19,Bay of Plenty
SHUTTLE,Trailer,Trailer,2007,White,2022-03-15,Central
TRAILER,Trailer,Homebuilt,2007,Grey,2022-02-10,Auckland City
TRAILER,Trailer,Homebuilt,2022,Black,2022-03-12,Bay of Plenty
TRAILER,Trailer,Homebuilt,1996,Silver,2022-03-24,Auckland City
TRAILER,Trailer,Homebuilt,2008,Green,2022-02-26,Central
TRAILER,Trailer,Homebuilt,1989,Green,2022-01-10,Canterbury
TRAILER,Trailer,Homebuilt,1990,Grey,2022-02-10,Canterbury
TRAILER,Trailer,Homebuilt,2018,Silver,2022-02-28,Canterbury
TRAILER,Trailer,Diamond,2021,Silver,2022-03-01,Central
TRAILER,Trailer,Homebuilt,2004,Red,2022-02-27,Southern
TRAILER,Trailer,Homebuilt,2000,Grey,2022-02-18,Waikato
TRAILER,Trailer,Custombuilt,2021,Silver,2022-03-02,Auckland City
TRAILER,Trailer,Homebuilt,2004,Blue,2022-03-20,Canterbury
TRAILER,Trailer,Homebuilt,2021,Black,2021-10-11,Northland
TRAILER,Trailer,Homebuilt,2011,Silver,2022-01-01,Tasman
TRAILER,Trailer,Homebuilt,1991,Silver,2022-04-01,Waitemata
TRAILER,Trailer,Homebuilt,2021,Black,2022-03-04,Central
TRAILER,Trailer,Homebuilt,1976,White,2021-11-21,Bay of Plenty
TRAILER,Trailer,Briford,2016,Silver,2022-01-14,Canterbury
TRAILER,Trailer,Lochiel,2020,Silver,2021-11-30,Canterbury
TRAILER,Trailer,Trailer,2022,Silver,2022-02-09,Auckland City
TRAILER,Trailer,Homebuilt,1987,Red,2022-03-05,Southern
TRAILER,Trailer,Mono - Way,2008,Silver,2022-01-04,Waitemata
TRAILER,Trailer,Homebuilt,1998,Green,2021-10-21,Canterbury
TRAILER,Trailer,Homebuilt,1994,Silver,2021-12-13,Bay of Plenty
TRAILER,Trailer,Homebuilt,2020,Black,2021-10-16,Southern
TRAILER,Trailer,Factory Built,2014,Silver,2021-12-09,Tasman
TRAILER,Trailer,Homebuilt,1994,Silver,2021-11-04,Central
TRAILER,Trailer,Homebuilt,2020,Silver,2022-03-24,Central
TRAILER,Trailer,Briford,2009,Silver,2022-02-24,Counties_Manukau
TRAILER,Trailer,Mono - Way,2013,Silver,2022-03-17,Wellington
TRAILER,Trailer,Homebuilt,2017,Black,2022-01-14,Bay of Plenty
TRAILER,Trailer,Homebuilt,1990,Blue,2022-03-19,Wellington
TRAILER,Trailer,Homebuilt,2012,Grey,2022-02-22,Canterbury
TRAILER,Trailer,Homebuilt,1969,Blue,2022-02-23,Waikato
TRAILER,Trailer,Homebuilt,1960,White,2022-01-01,Canterbury
TRAILER,Trailer,Homebuilt,2021,Black,2021-12-27,Wellington
UTILITY,Trailer,Trailer,2016,Silver,2022-03-22,Waitemata
UTILITY,Trailer,Homebuilt,1995,Green,2021-10-16,Canterbury
VOYAGER,Trailer,Homebuilt,1995,Silver,2021-12-15,Waikato
8X4 CAGE,Trailer,Briford,2021,Silver,2021-12-07,Auckland City
BST2021D,Trailer,Trailer,2021,Silver,2021-10-24,Waitemata
BST2021D,Trailer,Trailer,2021,Silver,2021-11-05,Waitemata
BUNNINGS,Trailer,Trailer,2007,Silver,2022-02-25,Waikato
BUNNINGS,Trailer,Trailer,2008,Silver,2022-02-24,Central
BURNETTS,Trailer,Trailer,1965,Silver,2021-12-18,Canterbury
DOMESTIC,Trailer,Trailer,2019,Grey,2021-10-19,Waitemata
DOMESTIC,Trailer,Trailer,2012,Silver,2021-11-29,Counties_Manukau
DOMESTIC,Trailer,Trailer,2018,White,2021-12-12,Waitemata
DOMESTIC,Trailer,Trailer,2020,Grey,2021-12-13,Counties_Manukau
DOMESTIC,Trailer,Trailer,2002,Silver,2021-10-22,Tasman
DOMESTIC,Trailer,Trailer,2021,Grey,2022-01-03,Northland
DOMESTIC,Trailer,Trailer,2019,Grey,2022-02-23,Waikato
DOMESTIC,Trailer,Trailer,2018,Black,2022-01-16,Waitemata
DOMESTIC,Trailer,Trailer,2016,Silver,2021-11-22,Northland
DOMESTIC,Trailer,Trailer,2020,Grey,2022-02-27,Counties_Manukau
DOMESTIC,Trailer,Trailer,2019,Grey,2021-10-23,Auckland City
DOMESTIC,Trailer,Trailer,2021,Grey,2021-10-22,Counties_Manukau
DOMESTIC,Trailer,Trailer,2016,Silver,2022-03-30,Auckland City
DOMESTIC,Trailer,Trailer,2018,Silver,2022-02-24,Northland
DOMESTIC,Trailer,Trailer,2009,Silver,2022-01-13,Waitemata
DOMESTIC,Trailer,Trailer,2006,Silver,2021-12-29,Bay of Plenty
DOMESTIC,Trailer,Trailer,2016,Green,2022-01-09,Northland
DOMESTIC,Trailer,Trailer,2012,Silver,2022-04-05,Northland
DOMESTIC,Trailer,Trailer,2019,Grey,2022-03-09,Waitemata
DOMESTIC,Trailer,Trailer,2000,Red,2022-02-14,Central
DOMESTIC,Trailer,Trailer,2008,Silver,2022-01-20,Bay of Plenty
DOMESTIC,Trailer,Trailer,2020,Silver,2022-02-03,Waitemata
DOMESTIC,Trailer,Trailer,2021,Silver,2021-12-14,Northland
FINELINE,Trailer,Trailer,2007,Silver,2022-02-18,Waitemata
HOMEMADE,Trailer,Trailer,1985,Silver,2021-11-08,Auckland City
HOMEMADE,Trailer,Trailer,1993,Grey,2022-01-20,Canterbury
HOMEMADE,Trailer,Trailer,1996,Grey,2022-03-28,Waikato
HOMEMADE,Trailer,Trailer,2019,Silver,2021-12-06,Central
HOMEMADE,Trailer,Trailer,1997,Black,2022-02-01,Northland
HOMEMADE,Trailer,Trailer,2008,Silver,2022-01-17,Tasman
HOMEMADE,Trailer,Trailer,1998,Green,2022-03-16,Central
HOMEMADE,Trailer,Trailer,2018,Black,2021-11-08,Northland
HOMEMADE,Trailer,Trailer,1980,Grey,2022-02-22,Central
HOMEMADE,Trailer,Trailer,2007,Black,2021-10-07,Waikato
HOMEMADE,Trailer,Trailer,1976,Red,2021-11-25,Wellington
HOMEMADE,Trailer,Trailer,1981,Grey,2022-02-16,Counties_Manukau
HOMEMADE,Trailer,Trailer,1982,Red,2022-01-25,Canterbury
HOMEMADE,Trailer,Trailer,2008,Blue,2022-03-21,Southern
HOMEMADE,Trailer,Trailer,1962,Green,2022-02-16,Canterbury
HOMEMADE,Trailer,Trailer,2021,Silver,2021-11-15,Southern
HOMEMADE,Trailer,Trailer,1981,Grey,2021-11-12,Central
HOMEMADE,Trailer,Trailer,2002,Silver,2022-01-02,Waitemata
HOMEMADE,Trailer,Homebuilt,1991,Grey,2021-12-14,Counties_Manukau
HOMEMADE,Trailer,Trailer,1967,Green,2021-12-09,Southern
HOMEMADE,Trailer,Trailer,2018,Grey,2022-02-17,Waikato
HOMEMADE,Trailer,Trailer,1979,Green,2021-12-02,Canterbury
HOMEMADE,Trailer,Trailer,2016,Black,2022-03-04,Wellington
HOMEMADE,Trailer,Trailer,1980,Blue,2022-03-20,Tasman
KEA KC95,Trailer,Trailer,2014,Silver,2022-03-22,Counties_Manukau
PRATTLEY,Trailer,Trailer,1974,Grey,2022-03-26,Canterbury
PRESCOTT,Trailer,Trailer,2007,Silver,2021-11-13,Bay of Plenty
PRESCOTT,Trailer,Trailer,2001,Silver,2022-02-06,Bay of Plenty
PRESCOTT,Trailer,Trailer,2011,Silver,2021-11-16,Bay of Plenty
PRESCOTT,Trailer,Trailer,2000,Silver,2022-03-08,Bay of Plenty
PRESCOTT,Trailer,Trailer,2014,Silver,2022-03-24,Bay of Plenty
PRO AUTO,Trailer,Trailer,2020,Silver,2022-03-07,Canterbury
RACEWELL,Trailer,Trailer,2005,Silver,2022-03-21,Waikato
RENEGADE,Trailer,Trailer,2013,Grey,2021-10-07,Waitemata
ROADCHEF,Trailer,Trailer,2020,Silver,2022-03-08,Waikato
ROADLINE,Trailer,Trailer,2015,Silver,2021-10-30,Northland
ROOFLINE,Trailer,Trailer,2019,Grey,2022-02-14,Tasman
STEELBRO,Trailer,Trailer,2008,Silver,2021-11-27,Waitemata
TOP GEAR,Trailer,Trailer,2017,Black,2021-10-27,Auckland City
TRAILPRO,Trailer,Trailer,2014,Silver,2021-12-31,Southern
WELLSIDE,Trailer,Pinto,2013,Silver,2022-01-07,Auckland City
7 X 4 STD,Trailer,Trailer,2015,Silver,2022-01-05,Waitemata
BST 2021D,Trailer,Trailer,2021,Silver,2022-01-05,Auckland City
CAR DOLLY,Trailer,Trailer,2017,Silver,2021-10-27,Central
CAR DOLLY,Trailer,Trailer,2012,Silver,2022-02-04,Waikato
CLOSED IN,Trailer,Trailer,2010,White,2022-01-10,Auckland City
D-MAX 8X5,Trailer,Trailer,2018,Silver,2022-01-10,Waitemata
EASY TILI,Trailer,Trailer,2017,Silver,2022-02-18,Waikato
EASY TILT,Trailer,Trailer,2017,Silver,2022-03-04,Central
ELITE 7X4,Trailer,Trailer,2012,Silver,2022-01-13,Canterbury
ELITE 7X4,Trailer,Trailer,2017,Silver,2022-02-22,Canterbury
ELITE 7X4,Trailer,Trailer,2014,Silver,2022-01-14,Canterbury
ELITE 7X4,Trailer,Trailer,2014,Silver,2022-02-19,Canterbury
ELITE 7X4,Trailer,Trailer,2013,Silver,2022-01-10,Canterbury
ELITE 8X4,Trailer,Trike,2020,Silver,2021-10-24,Tasman
ELITE 8X4,Trailer,Trailer,2016,Silver,2022-02-04,Canterbury
ELITE 8X4,Trailer,Trailer,2019,Silver,2022-02-28,Canterbury
ELITE 8X4,Trailer,Trailer,2021,Silver,2021-12-03,Canterbury
ELITE 8X4,Trailer,Trailer,2016,Silver,2022-01-30,Canterbury
ELITE 8X4,Trailer,Trailer,2015,Silver,2022-01-04,Canterbury
ELITE 8X4,Trailer,Trailer,2020,Silver,2021-12-14,Canterbury
ELITE 8X4,Trailer,Trailer,2016,Silver,2022-03-30,Canterbury
ELITE 8X5,Trailer,Trailer,2015,Silver,2022-01-14,Canterbury
FOOD CART,Trailer,Trailer,2017,Silver,2021-12-13,Tasman
HOME MADE,Trailer,Trailer,2016,Grey,2022-03-01,Wellington
HOMEBUILT,Trailer,Trailer,2007,Grey,2022-03-02,Eastern
HOMEBUILT,Trailer,Trailer,2019,Black,2021-11-17,Central
HOMEBUILT,Trailer,Trailer,2000,Silver,2022-01-29,Central
HOMEBUILT,Trailer,Trailer,2008,Grey,2021-10-08,Tasman
HOMEBUILT,Trailer,Trailer,2005,Black,2022-01-13,Wellington
HOMEBUILT,Trailer,Trailer,1990,Blue,2022-01-20,Bay of Plenty
HOMEBUILT,Trailer,Trailer,2017,Silver,2022-04-05,Central
HOMEBUILT,Trailer,Trailer,2019,Silver,2022-01-26,Central
HOMEBUILT,Trailer,Trailer,2013,Pink,2022-01-17,Canterbury
HOMEBUILT,Trailer,Trailer,2022,Black,2022-02-14,Counties_Manukau
HOMEBUILT,Trailer,Trailer,2005,Green,2022-03-26,Auckland City
HOMEBUILT,Trailer,Trailer,2000,Silver,2021-12-06,Bay of Plenty
HOMEBUILT,Trailer,Trailer,2021,Black,2022-03-06,Auckland City
HOMEBUILT,Trailer,Trailer,2021,Grey,2021-12-22,Central
HOMEBUILT,Trailer,Trailer,2011,Black,2022-03-19,Bay of Plenty
HOMEBUILT,Trailer,Trailer,2020,Silver,2021-11-25,Northland
HOMEBUILT,Trailer,Trailer,2018,Silver,2021-10-15,Central
HOMEBUILT,Trailer,Trailer,1980,Blue,2021-11-10,Waikato
HOMEBUILT,Trailer,Trailer,2007,Green,2021-11-11,Canterbury
HOMEBUILT,Trailer,Trailer,2007,Grey,2021-10-24,Central
HOMEBUILT,Trailer,Trailer,2017,Silver,2021-11-06,Canterbury
HOMEBUILT,Trailer,Trailer,2018,Silver,2021-11-01,Bay of Plenty
HOMEBUILT,Trailer,Trailer,2011,Grey,2022-04-02,Waitemata
HOMEBUILT,Trailer,Trailer,2018,Grey,2021-12-14,Central
HOMEBUILT,Trailer,Trailer,1998,Blue,2021-10-16,Auckland City
HOMEBUILT,Trailer,Trailer,1940,White,2021-11-26,Southern
HOMEBUILT,Trailer,Trailer,2001,Green,2022-03-19,Canterbury
HOMEBUILT,Trailer,Trailer,1977,White,2021-11-16,Eastern
HOMEBUILT,Trailer,Trailer,2002,Grey,2022-01-31,Canterbury
HOMEBUILT,Trailer,Trailer,2020,Black,2022-03-03,Counties_Manukau
HOMEBUILT,Trailer,Trailer,2019,Silver,2022-03-13,Southern
HOMEBUILT,Trailer,Trailer,2012,Silver,2022-03-21,Waitemata
HOMEBUILT,Trailer,Trailer,2018,Silver,2021-12-17,Bay of Plenty
HOMEBUILT,Trailer,Trailer,2008,Silver,2022-03-17,Waikato
HOMEBUILT,Trailer,Trailer,2004,Green,2022-01-14,Wellington
PMTRAILER,Trailer,Trailer,2014,Silver,2022-01-24,Canterbury
ROADCHIEF,Trailer,Trailer,2019,Grey,2022-01-20,Northland
ROADCHIEF,Trailer,Trailer,2021,Silver,2022-01-28,Waitemata
8X4 TANDEM,Trailer,Briford,2015,Silver,2021-11-27,Canterbury
8X4 TANDEM,Trailer,Briford,2018,Silver,2022-02-02,Canterbury
8X4 TANDEM,Trailer,Briford,2003,Silver,2022-03-31,Canterbury
8X4 TANDEM,Trailer,Briford,2013,Silver,2021-12-14,Canterbury
8X4 TANDEM,Trailer,Briford,2018,Silver,2022-01-18,Canterbury
8X4 TANDEM,Trailer,Briford,2002,Green,2022-02-23,Canterbury
8X4 TANDEM,Trailer,Briford,2016,Silver,2022-03-31,Canterbury
8X4 TANDEM,Trailer,Briford,2020,Silver,2022-01-03,Canterbury
8X5 SINGLE,Trailer,Titan,2016,Silver,2022-03-23,Waitemata
8X5 TANDEM,Trailer,Briford,2011,Silver,2022-01-05,Southern
8X5 TANDEM,Trailer,Briford,2019,Silver,2022-01-09,Canterbury
9X4 TANDEM,Trailer,Briford,2012,Silver,2022-01-18,Canterbury
AVON 7 X 4,Trailer,Factory Built,2008,Silver,2021-11-08,Tasman
ELITE 10X5,Trailer,Trailer,2014,Silver,2022-02-09,Canterbury
ELITE 8X4S,Trailer,Trailer,2012,Silver,2022-03-02,Canterbury
ELITE8 X 4,Trailer,Trailer,2009,Silver,2022-02-14,Canterbury
EUTE 8X4 5,Trailer,Trailer,2011,Silver,2022-02-06,Wellington
FOXENG 850,Trailer,Trailer,2011,Silver,2021-12-04,Central
FOXENG 850,Trailer,Trailer,2016,Silver,2022-02-03,Bay of Plenty
HEAVEN171H,Trailer,Trailer,2021,Silver,2021-11-15,Central
HOME BUILD,Trailer,Homebuilt,2016,Silver,2021-12-07,Canterbury
HOME BUILD,Trailer,Trailer,2014,Grey,2021-11-21,Auckland City
HOME BUILT,Trailer,Trailer,2001,Grey,2021-10-14,Southern
ROAD CHIEF,Trailer,Trailer,2021,Silver,2021-12-13,Bay of Plenty
RSKF1F27.9,Trailer,Domett,1977,Red,2021-11-04,Counties_Manukau
TRAILER8X4,Trailer,Homebuilt,2018,Silver,2021-10-11,Canterbury
TRAILERWAY,Trailer,Homebuilt,2016,Silver,2022-03-10,Counties_Manukau
10X5 TANDEM,Trailer,Briford,2021,Silver,2022-04-05,Canterbury
14X6.6 SALV,Trailer,Lochiel,2013,Silver,2021-10-23,Southern
8X4 TRAILER,Trailer,Briford,2005,Silver,2021-10-27,Counties_Manukau
BRIFORD 6X4,Trailer,Trailer,2011,Silver,2021-12-06,Canterbury
CAR CARRIER,Trailer,Titan,2016,Silver,2021-11-03,Bay of Plenty
CAR TRAILER,Trailer,Trailer,2021,Silver,2021-12-29,Counties_Manukau
COMPASS C85,Trailer,Trailer,2016,Silver,2021-12-11,Waikato
COMPASS S74,Trailer,Trail-Lite,2017,Silver,2021-12-09,Canterbury
COMPASS-C85,Trailer,Trailer,2018,Silver,2022-03-18,Auckland City
ELITE 7X4 S,Trailer,Trailer,2011,Silver,2021-12-07,Canterbury
ELITE 8X4 S,Trailer,Trailer,2012,Silver,2022-02-01,Canterbury
ELITE 8X4 T,Trailer,Trailer,2011,Silver,2022-03-05,Canterbury
ELITE 8X5 T,Trailer,Trailer,2012,Silver,2021-10-11,Canterbury
FOXENG 1000,Trailer,Trailer,1998,Blue,2021-10-25,Wellington
FOXENG 2000,Trailer,Trailer,2013,Silver,2022-03-29,Wellington
HELMACK 8X5,Trailer,Trailer,2015,Silver,2022-01-19,Canterbury
SHIFTER 3.1,Trailer,Trailer,2013,Silver,2021-11-08,Canterbury
SINGLE AXLE,Trailer,Briford,1985,Grey,2022-02-05,Canterbury
SINGLE AXLE,Trailer,Trailer,2018,Silver,2021-10-10,Auckland City
SINGLE AXLE,Trailer,Trailer,2015,Silver,2022-03-01,Waikato
SINGLE AXLE,Trailer,Trailer,2019,Grey,2021-12-15,Canterbury
SPACEE 2000,Trailer,Trailer,1997,White,2021-11-16,Central
TASMAN8X5TB,Trailer,Trailer,2019,Silver,2021-10-10,Tasman
TOTAL POWER,Trailer,Trailer,2017,Silver,2021-11-15,Canterbury
TRAILER 8X4,Trailer,Briford,2008,Silver,2022-02-10,Waitemata
TRAILER 8X4,Trailer,Briford,2017,Silver,2022-01-18,Waikato
TRAILER 8X4,Trailer,Briford,2014,Silver,2021-12-03,Waitemata
TRAILER 8X4,Trailer,Briford,2016,Silver,2021-11-25,Counties_Manukau
TRAILER PRO,Trailer,Trailer,2017,Silver,2021-10-21,Waitemata
TRAILER PRO,Trailer,Trailer,2017,Silver,2022-02-14,Waitemata
TRAILER PRO,Trailer,Trailer,2016,Silver,2022-04-05,Canterbury
TRAILER PRO,Trailer,Trailer,2003,Silver,2022-04-01,Northland
WELLSIDE 12,Trailer,Pinto,2007,Silver,2022-01-10,Waitemata
3X2 PLATFORM,Trailer,Lochiel,2016,Silver,2022-02-27,Southern
9X4 6 TANDEM,Trailer,Briford,2016,Silver,2022-03-17,Wellington
COMPASS D105,Trailer,Trailer,2015,Silver,2021-10-18,Waitemata
COMPASS-KH63,Trailer,Trailer,2018,Silver,2022-02-23,Counties_Manukau
CUSTOMS BUIL,Trailer,Trailer,1982,Orange,2022-01-28,Northland
ENSOL TANKER,Trailer,Trailer,2022,Silver,2022-04-01,Central
ENSOL TANKER,Trailer,Trailer,2020,Silver,2022-03-03,Wellington
ENSOL TANKER,Trailer,Trailer,2019,Silver,2022-02-28,Central
FACTORYBUILT,Trailer,Dacia,2021,Silver,2021-12-24,Auckland City
HELMACK 10X5,Trailer,Trailer,2014,Silver,2021-10-22,Canterbury
LOG SPLITTER,Trailer,Homebuilt,2021,Blue,2021-11-16,Central
MAINLINE 400,Trailer,Trailer,2014,Grey,2021-10-14,Eastern
OUTPOST 10X6,Trailer,Trailer,2017,Silver,2022-02-14,Waitemata
SMASH PALACE,Trailer,Trailer,2019,Silver,2022-03-07,Canterbury
TRAILER WORX,Trailer,Trailer,2014,Silver,2021-12-10,Waitemata
TUI TRAILERS,Trailer,Trailer,2021,Grey,2022-02-21,Counties_Manukau
VULCAN C8X5T,Trailer,Trailer,2017,Silver,2021-10-17,Waitemata
WIRECO BUILT,Trailer,Trailer,2008,Silver,2022-03-29,Bay of Plenty
ZANDER BUILT,Trailer,Trailer,2018,Grey,2022-03-14,Central
10 X 5 TANDEM,Trailer,Briford,2012,Silver,2022-04-05,Canterbury
4.5M FLATDECK,Trailer,Trailer,2015,Silver,2022-01-28,Waikato
"7X4'6"" 1000KG",Trailer,Briford,2021,Silver,2022-02-25,Southern
BRAKED TANDEM,Trailer,Pinto,2015,Silver,2022-02-18,Waikato
BRAKED TANDEM,Trailer,Trailer,2019,Silver,2021-12-17,Bay of Plenty
BRAKED TANDEM,Trailer,Pinto,2011,Silver,2022-02-02,Counties_Manukau
CAR TRANSPORT,Trailer,Trailer,2021,Silver,2022-01-22,Canterbury
COMPASS KH85T,Trailer,Trailer,2016,Silver,2022-02-23,Counties_Manukau
COMPASS-D116K,Trailer,Trailer,2022,Silver,2022-03-15,Central
ELITE 8X4 STD,Trailer,Trailer,2013,Silver,2022-03-08,Canterbury
FACTORY BUILD,Trailer,Trailer,2008,Silver,2021-10-29,Eastern
FACTORY BUILT,Trailer,Kea,2005,Silver,2022-03-13,Waikato
FACTORY BUILT,Trailer,Trailer,2015,Silver,2022-01-10,Central
FACTORY BUILT,Trailer,Trailer,2008,Silver,2022-03-26,Tasman
FACTORY BUILT,Trailer,Trailer,2010,White,2022-03-01,Central
HANSA CHIPPER,Trailer,Trailer,2019,Green,2022-02-02,Waikato
HELLMACK 12X6,Trailer,Trailer,1998,Yellow,2022-02-07,Canterbury
IFOR WILLIAMS,Trailer,Trailer,2017,Silver,2022-02-25,Auckland City
IFOR WILLIAMS,Trailer,Trailer,2018,Black,2022-01-06,Bay of Plenty
ROADCHIEF 8X5,Trailer,Trailer,2019,Silver,2022-03-24,Southern
TRAILER 8 X 4,Trailer,Briford,2004,Silver,2022-03-07,Counties_Manukau
TRANSPORT MGE,Trailer,Trailer,2017,Silver,2022-02-28,Waikato
"8X4 ""6"" TANDOM",Trailer,Briford,2014,Grey,2022-01-28,Wellington
BRIAN JAMES A4,Trailer,Trailer,2018,Silver,2022-01-18,Auckland City
CAR TRANSPORRT,Trailer,Trailer,2021,Silver,2022-03-15,Canterbury
COMPASS-FPT104,Trailer,Trailer,2020,Silver,2021-12-17,Waikato
COMPASS-KHSTTI,Trailer,Trailer,2017,Silver,2022-02-09,Wellington
COMPASS-KHSTTI,Trailer,Trailer,2017,Silver,2021-11-12,Waikato
D-MAX FLATDECK,Trailer,Trailer,2020,Silver,2022-01-29,Wellington
D-MAX FLATDECK,Trailer,Trailer,2021,Silver,2021-12-09,Auckland City
DIGGER TRAILER,Trailer,Trailer,2007,Silver,2021-10-12,Counties_Manukau
FACTORY TANDEM,Trailer,Trailer,2013,Silver,2022-02-08,Canterbury
FLEETWOOD TAOS,Trailer,Trailer,2005,White,2022-03-16,Auckland City
JOB MATE 7 X 4,Trailer,Trailer,2020,Silver,2022-01-01,Eastern
KAIAPOI SINGLE,Trailer,Trailer,2008,Silver,2022-01-29,Canterbury
LITEWEIGHT TIP,Trailer,Trailer,2008,Silver,2022-04-03,Bay of Plenty
O'LEARY 1 AXLE,Trailer,Homebuilt,1977,Silver,2022-03-02,Central
PL27084 ACCESS,Trailer,Trailer,2017,Silver,2021-11-11,Counties_Manukau
PRO COMMERCIAL,Trailer,Trailer,2018,Silver,2021-12-21,Auckland City
TANDEM TRAILER,Trailer,Kea,2013,Silver,2021-12-09,Waikato
TANDEM TRAILER,Trailer,Homebuilt,1992,White,2022-02-08,Canterbury
TRADE WELLSIDE,Trailer,Pinto,2017,Silver,2022-03-18,Auckland City
TRADE WELLSIDE,Trailer,Pinto,2014,Silver,2021-12-12,Bay of Plenty
8X5 CONT TANDEM,Trailer,Lochiel,2014,Silver,2021-12-17,Canterbury
CAR TRANSPORTER,Trailer,Trailer,2021,Grey,2021-11-24,Waitemata
CB TRANSPORTERS,Trailer,Trailer,2009,Silver,2022-03-22,Waikato
CENTRAL CUSTOMS,Trailer,Trailer,2012,Silver,2022-02-24,Canterbury
GENERAL PURPOSE,Trailer,Trailer,2008,Grey,2021-12-30,Tasman
M J SINGLE AXLE,Trailer,Trailer,2019,Silver,2022-01-24,Canterbury
M J TANDEM AXLE,Trailer,Trailer,2017,Silver,2021-12-20,Canterbury
M J TANDEM AXLE,Trailer,Trailer,2021,Silver,2022-01-20,Canterbury
O'LEARY 8' X 5',Trailer,Trailer,2002,Green,2022-01-11,Eastern
SINGLE AXLE 7X4,Trailer,Trailer,2015,Silver,2022-02-19,Canterbury
T D ENGINEERING,Trailer,Trailer,2019,Silver,2022-03-17,Central
TRAILUX TRAILER,Trailer,Factory Built,2019,Silver,2022-03-31,Wellington
TRAILUX TRAILER,Trailer,Factory Built,2017,Silver,2021-12-06,Wellington
UNBRAKED TANDEM,Trailer,Pinto,2010,Silver,2022-03-25,Southern
WEST PLAINS ENG,Trailer,Trailer,2014,Red,2021-11-29,Canterbury
8X5 ELITE TANDEM,Trailer,Trailer,2011,Silver,2022-01-17,Tasman
CAAR TRANSPORTER,Trailer,Trailer,2021,Silver,2021-11-12,Canterbury
CONCEPT TRAILERS,Trailer,Factory Built,2021,Silver,2022-02-22,Central
DOMESTIC TRAILER,Trailer,Trailer,2015,Silver,2022-03-16,Waikato
DOMESTIC TRAILER,Trailer,Factory Built,2019,Silver,2022-03-21,Wellington
DOMESTIC TRAILER,Trailer,Trailer,2012,Silver,2021-10-19,Central
DOMESTIC TRAILER,Trailer,Trailer,2018,Grey,2021-10-25,Counties_Manukau
DOMESTIC TRAILER,Trailer,Titan,2018,Silver,2022-02-11,Counties_Manukau
DOMESTIC TRAILER,Trailer,Lochiel,2015,Silver,2022-04-03,Southern
DOMESTIC TRAILER,Trailer,Titan,2019,Silver,2021-10-29,Waitemata
DOMESTIC TRAILER,Trailer,Trailer,2014,White,2022-02-24,Bay of Plenty
DOMESTIC TRAILER,Trailer,Titan,2020,Silver,2022-03-28,Eastern
DOMESTIC TRAILER,Trailer,Trailer,2014,Silver,2021-11-21,Canterbury
DOMESTIC TRAILER,Trailer,Titan,2018,Silver,2021-12-29,Central
DOMESTIC TRAILER,Trailer,Trailer,2007,Grey,2021-11-25,Wellington
DOMESTIC TRAILER,Trailer,Trailer,2020,Silver,2021-10-14,Bay of Plenty
DOMESTIC TRAILER,Trailer,Homebuilt,1998,Grey,2022-01-12,Waitemata
DOMESTIC TRAILER,Trailer,Universal,2021,Black,2022-01-24,Auckland City
DOMESTIC TRAILER,Trailer,Trailer,2002,Grey,2021-12-29,Counties_Manukau
DOMESTIC TRAILER,Trailer,Trailer,2009,Silver,2021-10-09,Waikato
