VehicleDesc,VehicleType,VehicleModel,ModelYear,color,DateStolen,Location
RAV4,Stationwagon,Toyota,2020,Blue,2021-10-15,Auckland City
RAV4,Stationwagon,Toyota,1994,Blue,2022-01-21,Counties_Manukau
RAV4,Stationwagon,Toyota,2007,Silver,2022-01-07,Counties_Manukau
RAV4,Stationwagon,Toyota,1994,Red,2021-11-27,Waikato
RAV4,Stationwagon,Toyota,1995,Blue,2022-03-26,Eastern
RAV4,Stationwagon,Toyota,1996,Black,2022-02-19,Bay of Plenty
RAV4,Stationwagon,Toyota,2004,White,2022-02-03,Auckland City
SURF,Stationwagon,Toyota,1994,Green,2021-12-02,Canterbury
SURF,Stationwagon,Toyota,1997,White,2022-03-26,Canterbury
SURF,Stationwagon,Toyota,1989,Red,2022-02-14,Auckland City
SURF,Stationwagon,Toyota,1995,Red,2022-01-15,Canterbury
VIVA,Stationwagon,Holden,2008,Silver,2021-12-08,Bay of Plenty
VIVA,Stationwagon,Holden,2006,Black,2022-01-14,Central
VIVA,Stationwagon,Holden,2008,White,2022-02-09,Counties_Manukau
VOXY,Stationwagon,Toyota,2006,Silver,2022-02-13,Eastern
VOXY,Stationwagon,Toyota,2007,Black,2022-01-13,Counties_Manukau
WISH,Stationwagon,Toyota,2004,Silver,2022-03-25,Northland
WISH,Stationwagon,Toyota,2004,White,2022-02-11,Waitemata
WISH,Stationwagon,Toyota,2004,Blue,2022-03-14,Canterbury
WISH,Stationwagon,Toyota,2007,White,2022-03-27,Bay of Plenty
WISH,Stationwagon,Toyota,2004,Blue,2021-12-25,Waikato
WISH,Stationwagon,Toyota,2004,Blue,2022-03-01,Canterbury
WISH,Stationwagon,Toyota,2005,Silver,2021-12-24,Auckland City
WISH,Stationwagon,Toyota,2005,Grey,2022-03-04,Auckland City
WISH,Stationwagon,Toyota,2006,Black,2021-12-15,Northland
AERIO,Stationwagon,Suzuki,2001,Blue,2021-11-30,Wellington
ASTRA,Stationwagon,Holden,2004,Blue,2022-02-27,Canterbury
AXELA,Stationwagon,Mazda,2008,Black,2022-03-16,Bay of Plenty
AXELA,Stationwagon,Mazda,2006,Silver,2022-04-02,Counties_Manukau
AXELA,Stationwagon,Mazda,2008,Blue,2022-01-03,Eastern
AXELA,Stationwagon,Mazda,2008,Grey,2022-03-30,Central
AXELA,Stationwagon,Mazda,2004,Grey,2021-11-07,Bay of Plenty
BONGO,Stationwagon,Mazda,2003,Grey,2022-03-04,Waikato
CAMRY,Stationwagon,Toyota,2000,White,2022-03-15,Canterbury
CARIB,Stationwagon,Toyota,1997,Blue,2022-01-07,Wellington
CIVIC,Stationwagon,Honda,2001,Blue,2022-01-01,Wellington
CIVIC,Stationwagon,Honda,2001,Silver,2022-04-05,Tasman
DEMIO,Stationwagon,Mazda,2005,Brown,2021-10-17,Auckland City
DEMIO,Stationwagon,Mazda,2004,Blue,2022-03-22,Auckland City
DEMIO,Stationwagon,Mazda,1997,White,2022-04-05,Auckland City
DEMIO,Stationwagon,Mazda,2004,Silver,2022-01-10,Wellington
DEMIO,Stationwagon,Mazda,2003,White,2022-03-22,Auckland City
DEMIO,Stationwagon,Mazda,2005,Red,2021-11-06,Wellington
DEMIO,Stationwagon,Mazda,1996,Green,2021-10-23,Wellington
DEMIO,Stationwagon,Mazda,2005,Purple,2022-03-12,Auckland City
DEMIO,Stationwagon,Mazda,1999,Gold,2022-01-10,Canterbury
DEMIO,Stationwagon,Mazda,2003,Silver,2021-12-11,Wellington
EMINA,Stationwagon,Toyota,1996,Silver,2022-01-06,Wellington
EMINA,Stationwagon,Toyota,1994,Green,2022-03-24,Waitemata
EMINA,Stationwagon,Toyota,1994,Green,2022-01-14,Eastern
EXIGA,Stationwagon,Subaru,2009,Blue,2022-02-10,Canterbury
FREDA,Stationwagon,Ford,1996,Red,2022-03-15,Auckland City
HIACE,Stationwagon,Toyota,1997,White,2022-03-30,Counties_Manukau
HIACE,Stationwagon,Toyota,1994,Gold,2022-03-31,Wellington
HIACE,Stationwagon,Toyota,1998,Silver,2022-01-07,Counties_Manukau
HIACE,Stationwagon,Toyota,1995,Brown,2022-01-25,Central
HIACE,Stationwagon,Toyota,2002,White,2021-12-24,Auckland City
HILUX,Stationwagon,Toyota,1994,Blue,2021-12-05,Canterbury
HILUX,Stationwagon,Toyota,1994,Blue,2022-04-02,Northland
HILUX,Stationwagon,Toyota,1993,Red,2022-03-12,Central
HILUX,Stationwagon,Toyota,1994,Red,2021-11-04,Canterbury
HILUX,Stationwagon,Toyota,1991,Grey,2021-10-25,Wellington
HILUX,Stationwagon,Toyota,1994,Blue,2022-02-14,Canterbury
HILUX,Stationwagon,Toyota,1995,Green,2021-11-18,Canterbury
HILUX,Stationwagon,Toyota,1995,Blue,2022-04-01,Canterbury
HILUX,Stationwagon,Toyota,1995,Green,2022-03-19,Tasman
HILUX,Stationwagon,Toyota,1995,Blue,2021-12-06,Canterbury
HILUX,Stationwagon,Toyota,1996,Blue,2021-12-21,Bay of Plenty
HILUX,Stationwagon,Toyota,1999,White,2021-12-30,Bay of Plenty
HILUX,Stationwagon,Toyota,1995,Black,2021-12-10,Bay of Plenty
HILUX,Stationwagon,Toyota,1993,Red,2021-11-20,Canterbury
HILUX,Stationwagon,Toyota,1996,Blue,2021-11-12,Canterbury
HILUX,Stationwagon,Toyota,1998,Red,2022-01-11,Counties_Manukau
HILUX,Stationwagon,Toyota,1994,Blue,2022-04-04,Canterbury
HILUX,Stationwagon,Toyota,1994,Blue,2021-12-26,Auckland City
HILUX,Stationwagon,Toyota,1996,Blue,2022-02-16,Canterbury
HILUX,Stationwagon,Toyota,1991,Grey,2021-12-01,Canterbury
HILUX,Stationwagon,Toyota,1995,Blue,2021-10-18,Canterbury
HILUX,Stationwagon,Toyota,1995,Green,2021-12-23,Auckland City
HILUX,Stationwagon,Toyota,1996,Green,2021-11-07,Counties_Manukau
HILUX,Stationwagon,Toyota,1993,Red,2021-10-24,Waitemata
HILUX,Stationwagon,Toyota,1996,Green,2021-12-19,Tasman
HILUX,Stationwagon,Toyota,1995,Gold,2022-03-02,Canterbury
HILUX,Stationwagon,Toyota,1994,Silver,2021-11-14,Canterbury
HILUX,Stationwagon,Toyota,1996,Green,2021-11-10,Counties_Manukau
HILUX,Stationwagon,Toyota,1990,Blue,2021-11-14,Auckland City
HILUX,Stationwagon,Toyota,1997,Green,2022-01-17,Canterbury
HILUX,Stationwagon,Toyota,1994,Red,2022-02-12,Bay of Plenty
HILUX,Stationwagon,Toyota,1996,Green,2022-02-10,Bay of Plenty
HILUX,Stationwagon,Toyota,1997,White,2021-12-26,Canterbury
HILUX,Stationwagon,Toyota,1997,Green,2022-01-29,Wellington
HILUX,Stationwagon,Toyota,1996,Blue,2022-03-03,Northland
HILUX,Stationwagon,Toyota,1992,Black,2022-03-04,Central
HILUX,Stationwagon,Toyota,1996,Blue,2022-03-19,Canterbury
HILUX,Stationwagon,Toyota,1997,Black,2022-03-19,Canterbury
HILUX,Stationwagon,Toyota,1993,Green,2021-11-11,Canterbury
HILUX,Stationwagon,Toyota,1998,Silver,2022-03-24,Canterbury
HILUX,Stationwagon,Toyota,1996,Blue,2021-12-20,Canterbury
HILUX,Stationwagon,Toyota,1993,Green,2021-11-26,Bay of Plenty
HILUX,Stationwagon,Toyota,1994,Blue,2022-01-18,Canterbury
HILUX,Stationwagon,Toyota,1996,Silver,2022-02-13,Canterbury
HILUX,Stationwagon,Toyota,1994,Red,2022-03-20,Northland
HILUX,Stationwagon,Toyota,1997,Red,2021-11-17,Wellington
HILUX,Stationwagon,Toyota,1991,Grey,2021-11-05,Canterbury
HILUX,Stationwagon,Toyota,1999,Silver,2021-12-17,Canterbury
HILUX,Stationwagon,Toyota,1994,Red,2022-04-01,Central
HILUX,Stationwagon,Toyota,1993,Green,2021-11-10,Canterbury
HILUX,Stationwagon,Toyota,1992,Grey,2021-11-12,Canterbury
HILUX,Stationwagon,Toyota,1986,White,2021-11-29,Canterbury
HILUX,Stationwagon,Toyota,1994,White,2022-03-06,Southern
IPSUM,Stationwagon,Toyota,2003,Silver,2022-01-18,Wellington
IPSUM,Stationwagon,Toyota,2005,White,2022-03-23,Waitemata
IPSUM,Stationwagon,Toyota,2005,Silver,2021-11-10,Northland
IPSUM,Stationwagon,Toyota,1998,White,2022-03-01,Central
IPSUM,Stationwagon,Toyota,2003,Silver,2022-03-27,Auckland City
IPSUM,Stationwagon,Toyota,1997,Blue,2022-01-20,Southern
IPSUM,Stationwagon,Toyota,2007,White,2022-03-14,Bay of Plenty
IPSUM,Stationwagon,Toyota,1996,Blue,2022-01-04,Auckland City
IPSUM,Stationwagon,Toyota,2004,Silver,2021-12-15,Waitemata
JIMNY,Stationwagon,Suzuki,2021,Green,2022-01-21,Waikato
KAROQ,Stationwagon,Skoda,2020,Silver,2022-03-13,Waitemata
LARGO,Stationwagon,Nissan,1995,Grey,2021-10-27,Southern
MARKX,Stationwagon,Toyota,2007,Silver,2022-03-17,Waikato
ML270,Stationwagon,Mercedes-Benz,2000,Silver,2022-02-15,Canterbury
ML320,Stationwagon,Mercedes-Benz,2001,Blue,2022-02-11,Waikato
NITRO,Stationwagon,Dodge,2008,Silver,2022-02-25,Wellington
NITRO,Stationwagon,Dodge,2008,Black,2022-04-02,Bay of Plenty
PRADO,Stationwagon,Toyota,1998,White,2022-02-26,Northland
PRADO,Stationwagon,Toyota,1998,Green,2021-11-06,Canterbury
PRADO,Stationwagon,Toyota,1996,Blue,2022-03-21,Central
PRADO,Stationwagon,Toyota,1998,Blue,2022-01-24,Canterbury
ROCKY,Stationwagon,Daihatsu,1991,Black,2021-10-12,Bay of Plenty
SWIFT,Stationwagon,Suzuki,2005,Red,2021-10-11,Waitemata
TEANA,Stationwagon,Nissan,2006,Green,2022-03-22,Counties_Manukau
ACCORD,Stationwagon,Honda,1999,White,2021-10-08,Waikato
ACCORD,Stationwagon,Honda,2001,Silver,2022-03-29,Waitemata
ACCORD,Stationwagon,Honda,2011,Black,2022-04-05,Southern
ACCORD,Stationwagon,Honda,2009,Black,2022-03-29,Counties_Manukau
ACCORD,Stationwagon,Honda,1999,Silver,2022-03-21,Wellington
ATENZA,Stationwagon,Mazda,2003,Grey,2022-03-06,Bay of Plenty
ATENZA,Stationwagon,Mazda,2002,White,2022-02-22,Bay of Plenty
ATENZA,Stationwagon,Mazda,2007,Red,2021-12-06,Waitemata
ATENZA,Stationwagon,Mazda,2002,Silver,2022-03-26,Eastern
ATENZA,Stationwagon,Mazda,2014,White,2022-04-04,Auckland City
ATENZA,Stationwagon,Mazda,2003,White,2022-01-09,Northland
ATENZA,Stationwagon,Mazda,2003,Red,2021-10-26,Counties_Manukau
ATENZA,Stationwagon,Mazda,2002,Blue,2022-01-24,Central
ATENZA,Stationwagon,Mazda,2008,Blue,2021-11-29,Wellington
ATENZA,Stationwagon,Mazda,2006,Black,2021-12-06,Wellington
ATENZA,Stationwagon,Mazda,2006,Purple,2022-02-06,Eastern
ATENZA,Stationwagon,Mazda,2007,Silver,2022-01-08,Waikato
ATENZA,Stationwagon,Mazda,2003,Blue,2022-02-26,Waikato
ATENZA,Stationwagon,Mazda,2002,Silver,2021-10-28,Wellington
ATENZA,Stationwagon,Mazda,2006,Black,2022-01-30,Counties_Manukau
ATENZA,Stationwagon,Mazda,2006,Black,2022-04-01,Counties_Manukau
ATENZA,Stationwagon,Mazda,2002,Red,2022-01-24,Wellington
ATENZA,Stationwagon,Mazda,2005,Grey,2022-02-03,Southern
ATENZA,Stationwagon,Mazda,2002,Red,2021-12-16,Wellington
ATENZA,Stationwagon,Mazda,2009,White,2021-11-16,Waitemata
ATENZA,Stationwagon,Mazda,2006,Silver,2021-10-17,Bay of Plenty
ATENZA,Stationwagon,Mazda,2007,Silver,2022-04-04,Wellington
ATENZA,Stationwagon,Mazda,2002,White,2022-02-04,Bay of Plenty
ATENZA,Stationwagon,Mazda,2002,Blue,2022-04-03,Wellington
ATENZA,Stationwagon,Mazda,2005,Grey,2022-02-08,Southern
ATENZA,Stationwagon,Mazda,2002,Red,2021-12-22,Waikato
ATENZA,Stationwagon,Mazda,2003,Silver,2022-02-11,Auckland City
ATENZA,Stationwagon,Mazda,2002,Grey,2022-03-31,Eastern
ATENZA,Stationwagon,Mazda,2008,Black,2021-10-30,Wellington
ATENZA,Stationwagon,Mazda,2005,Blue,2022-03-05,Central
ATENZA,Stationwagon,Mazda,2006,Silver,2022-02-23,Central
ATENZA,Stationwagon,Mazda,2003,Silver,2021-10-27,Wellington
ATENZA,Stationwagon,Mazda,2004,White,2022-04-02,Waitemata
ATENZA,Stationwagon,Mazda,2003,White,2022-04-05,Counties_Manukau
ATENZA,Stationwagon,Mazda,2002,White,2022-03-23,Counties_Manukau
ATENZA,Stationwagon,Mazda,2006,Grey,2022-02-28,Wellington
AVENIR,Stationwagon,Nissan,2005,Silver,2022-04-04,Tasman
AVENIR,Stationwagon,Nissan,1992,Blue,2021-10-08,Southern
BEETLE,Stationwagon,Volkswagen,2002,Blue,2022-02-11,Auckland City
BLAZER,Stationwagon,Chevrolet,2001,Blue,2022-01-24,Canterbury
BLAZER,Stationwagon,Chevrolet,1998,Black,2021-11-25,Canterbury
CULTUS,Stationwagon,Suzuki,1998,White,2022-02-07,Northland
DELICA,Stationwagon,Mitsubishi,2007,Brown,2021-11-09,Counties_Manukau
DUALIS,Stationwagon,Nissan,2007,Brown,2021-12-25,Canterbury
DUALIS,Stationwagon,Nissan,2010,Silver,2022-02-26,Auckland City
ESCAPE,Stationwagon,Ford,2002,Red,2021-12-27,Central
ESCAPE,Stationwagon,Ford,2002,Silver,2022-02-28,Bay of Plenty
ESCAPE,Stationwagon,Ford,2017,Silver,2021-12-29,Waikato
ESCAPE,Stationwagon,Ford,2003,Black,2022-03-02,Northland
ESCAPE,Stationwagon,Ford,2001,Red,2021-10-29,Bay of Plenty
ESCAPE,Stationwagon,Ford,2005,Red,2021-10-09,Waitemata
ESCUDO,Stationwagon,Suzuki,1991,Blue,2021-12-14,Canterbury
ESCUDO,Stationwagon,Suzuki,1994,Red,2022-04-05,Northland
ESCUDO,Stationwagon,Suzuki,1994,Red,2022-02-07,Central
ESCUDO,Stationwagon,Suzuki,1997,White,2021-12-11,Wellington
ESCUDO,Stationwagon,Suzuki,1991,Blue,2022-01-05,Waikato
ESTIMA,Stationwagon,Toyota,2004,White,2022-02-21,Auckland City
ESTIMA,Stationwagon,Toyota,2005,Silver,2022-04-02,Auckland City
ESTIMA,Stationwagon,Toyota,2000,White,2022-02-19,Counties_Manukau
ESTIMA,Stationwagon,Toyota,2000,Grey,2022-01-13,Wellington
ESTIMA,Stationwagon,Toyota,2004,White,2022-03-12,Waikato
ESTIMA,Stationwagon,Toyota,1999,Silver,2022-03-21,Auckland City
ESTIMA,Stationwagon,Toyota,2000,Silver,2021-10-20,Southern
ESTIMA,Stationwagon,Toyota,2003,Silver,2022-01-15,Waikato
ESTIMA,Stationwagon,Toyota,2001,Silver,2021-12-31,Canterbury
ESTIMA,Stationwagon,Toyota,1996,Silver,2022-02-05,Auckland City
ESTIMA,Stationwagon,Toyota,1997,Silver,2022-02-11,Southern
ESTIMA,Stationwagon,Toyota,1998,Silver,2021-10-15,Wellington
ESTIMA,Stationwagon,Toyota,1998,Green,2022-03-14,Tasman
ESTIMA,Stationwagon,Toyota,2004,White,2021-12-04,Waikato
ESTIMA,Stationwagon,Toyota,2005,Silver,2021-11-02,Canterbury
EXPERT,Stationwagon,Nissan,2007,Silver,2021-12-27,Bay of Plenty
EXPERT,Stationwagon,Nissan,2006,Silver,2022-04-04,Auckland City
FALCON,Stationwagon,Ford,2005,White,2022-01-30,Waikato
FALCON,Stationwagon,Ford,2004,Silver,2022-01-13,Auckland City
FALCON,Stationwagon,Ford,2000,Silver,2022-01-06,Waitemata
FALCON,Stationwagon,Ford,1996,Green,2021-11-22,Canterbury
FIESTA,Stationwagon,Ford,2005,Silver,2022-01-20,Counties_Manukau
KLUGER,Stationwagon,Toyota,2004,White,2022-04-01,Counties_Manukau
LANCER,Stationwagon,Mitsubishi,2004,White,2022-01-15,Northland
LANCER,Stationwagon,Mitsubishi,2001,Silver,2022-02-19,Wellington
LANCER,Stationwagon,Mitsubishi,2000,White,2022-03-16,Waitemata
LANCER,Stationwagon,Mitsubishi,2000,Silver,2022-03-07,Counties_Manukau
LEGACY,Stationwagon,Subaru,2000,White,2022-03-23,Counties_Manukau
LEGACY,Stationwagon,Subaru,1996,White,2022-03-02,Central
LEGACY,Stationwagon,Subaru,2004,Grey,2022-02-27,Central
LEGACY,Stationwagon,Subaru,2002,Silver,2021-12-28,Wellington
LEGACY,Stationwagon,Subaru,2002,Silver,2022-03-09,Auckland City
LEGACY,Stationwagon,Subaru,1993,Red,2021-10-08,Wellington
LEGACY,Stationwagon,Subaru,1999,Blue,2022-03-16,Bay of Plenty
LEGACY,Stationwagon,Subaru,1997,Green,2022-01-11,Waikato
LEGACY,Stationwagon,Subaru,2009,Black,2022-04-03,Northland
LEGACY,Stationwagon,Subaru,2005,Green,2022-04-02,Counties_Manukau
LEGACY,Stationwagon,Subaru,2002,Blue,2021-12-04,Canterbury
LEGACY,Stationwagon,Subaru,2001,Silver,2022-04-01,Canterbury
LEGACY,Stationwagon,Subaru,2004,Blue,2021-11-06,Waitemata
LEGACY,Stationwagon,Subaru,2001,White,2021-12-16,Canterbury
LEGACY,Stationwagon,Subaru,2002,Blue,2021-12-06,Waikato
LEGACY,Stationwagon,Subaru,1997,Green,2022-02-13,Central
LEGACY,Stationwagon,Subaru,2004,Silver,2021-11-28,Northland
LEGACY,Stationwagon,Subaru,2003,Gold,2022-02-21,Southern
LEGACY,Stationwagon,Subaru,2002,White,2022-03-24,Canterbury
LEGACY,Stationwagon,Subaru,2010,White,2021-10-29,Southern
LEGACY,Stationwagon,Subaru,2005,White,2022-02-28,Auckland City
LEGACY,Stationwagon,Subaru,2009,Blue,2022-02-26,Wellington
LEGACY,Stationwagon,Subaru,2002,Silver,2022-03-27,Counties_Manukau
LEGACY,Stationwagon,Subaru,2006,Black,2021-11-21,Waitemata
LEGACY,Stationwagon,Subaru,1998,Red,2021-10-26,Southern
LEGACY,Stationwagon,Subaru,1998,White,2021-12-11,Southern
LEGACY,Stationwagon,Subaru,2005,White,2021-10-24,Canterbury
LEGACY,Stationwagon,Subaru,2002,Silver,2022-02-15,Wellington
LEGACY,Stationwagon,Subaru,2008,Black,2022-01-19,Auckland City
LEGACY,Stationwagon,Subaru,2008,Blue,2022-03-24,Northland
LEGACY,Stationwagon,Subaru,2007,White,2022-03-31,Counties_Manukau
LEGACY,Stationwagon,Subaru,2002,Blue,2022-01-22,Southern
LEGACY,Stationwagon,Subaru,2005,Black,2022-03-27,Wellington
LEGACY,Stationwagon,Subaru,2001,White,2022-03-20,Northland
LEGACY,Stationwagon,Subaru,2000,Blue,2022-01-21,Canterbury
LEGACY,Stationwagon,Subaru,2000,White,2021-12-12,Wellington
LEGACY,Stationwagon,Subaru,1991,White,2022-04-02,Counties_Manukau
LEGACY,Stationwagon,Subaru,2002,White,2021-12-30,Northland
LEGACY,Stationwagon,Subaru,2009,Silver,2021-12-18,Bay of Plenty
LEGACY,Stationwagon,Subaru,2000,Silver,2021-11-17,Bay of Plenty
LEGACY,Stationwagon,Subaru,2006,Silver,2022-03-24,Counties_Manukau
LEGACY,Stationwagon,Subaru,2000,White,2021-12-31,Waikato
LEGACY,Stationwagon,Subaru,2006,Grey,2022-04-04,Canterbury
LEGACY,Stationwagon,Subaru,2002,Blue,2021-10-26,Tasman
LEGACY,Stationwagon,Subaru,2001,Brown,2022-03-01,Canterbury
LEGACY,Stationwagon,Subaru,2002,Silver,2021-10-28,Southern
LEGACY,Stationwagon,Subaru,2000,Black,2021-11-26,Bay of Plenty
LEGACY,Stationwagon,Subaru,2002,Silver,2022-01-15,Counties_Manukau
LEGACY,Stationwagon,Subaru,2009,White,2021-10-28,Canterbury
LEGACY,Stationwagon,Subaru,2011,Grey,2022-02-22,Auckland City
LEGACY,Stationwagon,Subaru,1997,Black,2022-02-11,Bay of Plenty
LEGACY,Stationwagon,Subaru,2000,White,2022-04-04,Bay of Plenty
LEGACY,Stationwagon,Subaru,2012,Grey,2022-03-23,Northland
LEGACY,Stationwagon,Subaru,2002,Silver,2022-03-31,Auckland City
LEGNUM,Stationwagon,Mitsubishi,1997,Grey,2021-11-11,Waitemata
LEGNUM,Stationwagon,Mitsubishi,1997,Blue,2021-12-15,Central
LUCIDA,Stationwagon,Toyota,1999,Blue,2022-04-05,Canterbury
LUCINO,Stationwagon,Nissan,1998,Black,2021-11-07,Northland
MAZDA6,Stationwagon,Mazda,2008,Blue,2022-03-15,Auckland City
MAZDA6,Stationwagon,Mazda,2006,Black,2021-10-27,Auckland City
MAZDA6,Stationwagon,Mazda,2013,Red,2022-01-08,Canterbury
MAZDA6,Stationwagon,Mazda,2007,Gold,2022-03-23,Central
MIRAGE,Stationwagon,Mitsubishi,1999,Silver,2021-10-13,Tasman
MONDEO,Stationwagon,Ford,2003,Red,2021-10-11,Waikato
MONDEO,Stationwagon,Ford,2005,White,2022-01-31,Waikato
MONDEO,Stationwagon,Ford,2004,Red,2021-10-10,Counties_Manukau
MONDEO,Stationwagon,Ford,2011,Grey,2022-01-20,Waitemata
MONDEO,Stationwagon,Ford,2002,Silver,2022-04-05,Auckland City
MURANO,Stationwagon,Nissan,2006,White,2022-02-15,Waikato
MURANO,Stationwagon,Nissan,2006,Grey,2021-10-09,Counties_Manukau
MURANO,Stationwagon,Nissan,2004,White,2021-12-18,Auckland City
MURANO,Stationwagon,Nissan,2007,Grey,2022-03-30,Waitemata
MURANO,Stationwagon,Nissan,2004,Grey,2022-03-15,Eastern
MURANO,Stationwagon,Nissan,2007,Black,2022-02-22,Auckland City
MURANO,Stationwagon,Nissan,2009,Black,2022-01-27,Waikato
MURANO,Stationwagon,Nissan,2006,Black,2022-04-03,Northland
PAJERO,Stationwagon,Mitsubishi,1990,Gold,2022-01-05,Waitemata
PAJERO,Stationwagon,Mitsubishi,1993,Red,2022-01-06,Eastern
PAJERO,Stationwagon,Mitsubishi,2000,Silver,2021-11-22,Counties_Manukau
PAJERO,Stationwagon,Mitsubishi,2001,Silver,2022-02-14,Counties_Manukau
PAJERO,Stationwagon,Mitsubishi,2004,Silver,2021-10-19,Canterbury
PAJERO,Stationwagon,Mitsubishi,1997,Red,2021-11-23,Northland
PAJERO,Stationwagon,Mitsubishi,1994,Green,2022-02-17,Waitemata
PAJERO,Stationwagon,Mitsubishi,1991,Green,2022-03-22,Central
PAJERO,Stationwagon,Mitsubishi,1995,White,2022-01-17,Counties_Manukau
PAJERO,Stationwagon,Mitsubishi,2003,Silver,2021-11-08,Bay of Plenty
PAJERO,Stationwagon,Mitsubishi,2020,Black,2022-04-05,Central
PAJERO,Stationwagon,Mitsubishi,1999,Silver,2022-02-10,Waitemata
PAJERO,Stationwagon,Mitsubishi,2007,Silver,2022-03-23,Wellington
PATROL,Stationwagon,Nissan,1999,Green,2021-10-14,Canterbury
PREVIA,Stationwagon,Toyota,2007,Silver,2022-03-06,Auckland City
PREVIA,Stationwagon,Toyota,2001,Silver,2021-10-21,Counties_Manukau
PROBOX,Stationwagon,Toyota,2002,White,2022-03-31,Canterbury
PULSAR,Stationwagon,Nissan,1997,Black,2022-02-10,Central
PULSAR,Stationwagon,Nissan,1996,Blue,2021-10-31,Counties_Manukau
PULSAR,Stationwagon,Nissan,1998,Red,2022-02-15,Counties_Manukau
PULSAR,Stationwagon,Nissan,1996,Blue,2021-11-11,Eastern
PULSAR,Stationwagon,Nissan,1997,Blue,2022-03-29,Waikato
RACTIS,Stationwagon,Toyota,2006,Brown,2022-04-04,Counties_Manukau
REXTON,Stationwagon,Ssangyong,2004,Black,2022-02-02,Northland
RUGGER,Stationwagon,Daihatsu,1991,Black,2022-01-19,Waikato
SAFARI,Stationwagon,Nissan,1988,Grey,2022-03-10,Canterbury
SAFARI,Stationwagon,Nissan,1993,Grey,2022-02-10,Waitemata
SAFARI,Stationwagon,Nissan,1995,Green,2021-11-22,Counties_Manukau
SAFARI,Stationwagon,Nissan,1989,Grey,2022-01-27,Canterbury
SAFARI,Stationwagon,Nissan,1989,Black,2022-01-25,Northland
SAFARI,Stationwagon,Nissan,1991,Grey,2021-12-26,Bay of Plenty
SAFARI,Stationwagon,Nissan,1988,Black,2022-01-10,Central
SAFARI,Stationwagon,Nissan,1994,Green,2022-03-18,Waitemata
SAFARI,Stationwagon,Nissan,1992,Black,2021-11-23,Auckland City
SAFARI,Stationwagon,Nissan,1989,Brown,2021-12-07,Northland
SAFARI,Stationwagon,Nissan,1989,Black,2021-11-01,Auckland City
SAFARI,Stationwagon,Nissan,1992,Gold,2022-01-20,Waitemata
SAFARI,Stationwagon,Nissan,1992,Grey,2021-10-19,Canterbury
SAFARI,Stationwagon,Nissan,1993,Black,2021-10-17,Counties_Manukau
SENTRA,Stationwagon,Nissan,1994,Green,2021-11-27,Wellington
SERENA,Stationwagon,Nissan,2006,White,2022-01-22,Counties_Manukau
SERENA,Stationwagon,Nissan,2004,White,2022-01-09,Auckland City
SERENA,Stationwagon,Nissan,2006,Silver,2021-12-14,Counties_Manukau
SERENA,Stationwagon,Nissan,2006,Silver,2022-03-10,Bay of Plenty
SIENTA,Stationwagon,Toyota,2006,Silver,2022-03-27,Auckland City
SPACIO,Stationwagon,Toyota,2001,Gold,2021-10-19,Waitemata
SPACIO,Stationwagon,Toyota,1998,Silver,2022-01-09,Northland
SPACIO,Stationwagon,Toyota,2001,Red,2021-11-13,Southern
STREAM,Stationwagon,Honda,2004,Black,2022-01-15,Central
STREAM,Stationwagon,Honda,2001,Purple,2021-12-12,Northland
STREAM,Stationwagon,Honda,2004,Silver,2022-04-02,Counties_Manukau
STREAM,Stationwagon,Honda,2001,Silver,2022-04-02,Wellington
STREAM,Stationwagon,Honda,2006,Black,2021-11-02,Northland
STREAM,Stationwagon,Honda,2002,Blue,2022-03-31,Counties_Manukau
STREAM,Stationwagon,Honda,2007,Brown,2022-02-13,Wellington
STREAM,Stationwagon,Honda,2008,Black,2022-04-03,Wellington
STREAM,Stationwagon,Honda,2006,Brown,2022-02-09,Central
TIGUAN,Stationwagon,Volkswagen,2008,Red,2021-11-20,Auckland City
TUCSON,Stationwagon,Hyundai,2006,Black,2022-02-25,Counties_Manukau
VITARA,Stationwagon,Suzuki,2016,White,2022-02-01,Waikato
VITARA,Stationwagon,Suzuki,1997,Blue,2022-02-09,Northland
WIZARD,Stationwagon,Isuzu,2000,Silver,2021-11-13,Counties_Manukau
WIZARD,Stationwagon,Isuzu,1999,Silver,2021-10-21,Canterbury
WIZARD,Stationwagon,Isuzu,2000,White,2022-03-04,Waitemata
WIZARD,Stationwagon,Isuzu,2000,Gold,2021-10-31,Canterbury
WIZARD,Stationwagon,Isuzu,1996,Gold,2022-03-18,Southern
ZAFIRA,Stationwagon,Holden,2001,Red,2021-11-16,Counties_Manukau
AIRTREK,Stationwagon,Mitsubishi,2002,Black,2022-02-24,Central
AIRWAVE,Stationwagon,Honda,2005,Green,2022-02-25,Auckland City
AIRWAVE,Stationwagon,Honda,2006,Grey,2022-03-31,Canterbury
AIRWAVE,Stationwagon,Honda,2006,Purple,2022-02-28,Eastern
AIRWAVE,Stationwagon,Honda,2005,White,2022-03-02,Waikato
ALLROAD,Stationwagon,Audi,2003,Green,2022-03-02,Canterbury
ALLROAD,Stationwagon,Audi,2015,Silver,2022-04-03,Wellington
ALTEZZA,Stationwagon,Toyota,2001,Silver,2022-02-23,Wellington
ALTEZZA,Stationwagon,Toyota,2001,Blue,2022-03-25,Eastern
ALTEZZA,Stationwagon,Toyota,1999,Blue,2022-04-01,Waikato
